SessionID,UserID,Timestamp,Event,ItemID,Cart_State,InteractionType
SCA1FE31E,U0141,1772370871,Add,I0235,['I0235'],
SCA1FE31E,U0141,1772370879,View,I0162,['I0235'],
SCA1FE31E,U0141,1772370919,Add,I0162,"['I0235', 'I0162']",
SCA1FE31E,U0141,1772370931,Buy,,"['I0235', 'I0162']",
S7E3F7D87,U0124,1772098504,View,I0218,[],
S7E3F7D87,U0124,1772098542,Add,I0218,['I0218'],
S7E3F7D87,U0124,1772098557,View,I0218,['I0218'],
S7E3F7D87,U0124,1772098608,Add,I0218,"['I0218', 'I0218']",
S7E3F7D87,U0124,1772098619,Buy,,"['I0218', 'I0218']",
S799D5CBE,U0106,1772294644,View,I0104,[],
S799D5CBE,U0106,1772294700,Add,I0104,['I0104'],
S799D5CBE,U0106,1772294711,View,I0039,['I0104'],
S799D5CBE,U0106,1772294729,Add,I0039,"['I0104', 'I0039']",
S799D5CBE,U0106,1772294746,View,I0095,"['I0104', 'I0039']",
S799D5CBE,U0106,1772294788,Add,I0095,"['I0104', 'I0039', 'I0095']",
S799D5CBE,U0106,1772294808,Buy,,"['I0104', 'I0039', 'I0095']",
S15FC3941,U0014,1772304784,View,I0247,[],
S15FC3941,U0014,1772304834,Add,I0247,['I0247'],
S15FC3941,U0014,1772304845,View,I0129,['I0247'],
S15FC3941,U0014,1772304887,Add,I0129,"['I0247', 'I0129']",
S15FC3941,U0014,1772304914,Buy,,"['I0247', 'I0129']",
,U0001,1772521347,,I0110,,order
